Arabic Number,Text,source
٦٨,المعلومات والبيانات والإحصاءات والوثائق الرسمية ملك للشعب» والإفصاح عنها من مصادرها المختلفة. حق تكفله الدولة لكل مواطن» وتلتزم الدولة بتوفيرها وإتاحتها للمواطنين بشفافية» وينظم القانون ضوابط الحصول عليها وإتاحتها وسريتهاء وقواعد إيداعها وحفظهاء والتظلم من رفض إعطائهاء كما يحدد عقوبة حجب المعلومات أو إعطاء معلومات مغلوطة عمداً. وتلتزم مؤسسات الدولة بإيداع الوثائق الرسمية بعد الانتهاء من فترة العمل بها بدار الوثائق القومية» وحمايتها وتأمينها من الضياع أو التلف. وترميمها ورقمنتهاء بجميع الوسائل والأدوات الحديثة» وفقاً للقانون. 0 ===== Page 36 ===== دستور جمهورية مصر العربية الباب الثالث: الحقوق والحريات والواجبات العامة,constitution
٦٩,تلتزم الدولة بحماية حقوق الملكية الفكرية بشتى أنواعها فى كافة المجالات» وتُنشئ جهازاً مختصاً لرعاية تلك الحقوق وحمايتها القانونية؛ وينظم القانون ذلك.,constitution
٧٠,والإلكترونى مكفولة» وللمصريين من أشخاص طبيعية أو اعتبارية: المرئية والمسموعة» ووسائط الإعلام الرقمى. وتصدر الصحف بمجرد الإخطار على النحو الذى ينظمه القانون. وينظم القانون إجراءات إنشاء وتملك محطات البث الإذاعى والمرئى والصحف الإلكترونية.,constitution
٧١,يحظر بأى وجه فرض رقابة على الصحف ووسائل الإعلام المصرية أو مصادرتها أو وقفها أو إغلاقها. ويجوز استثناء فرض رقابة محددة عليها فى رمن الحرب أو التعبئة العامة. ولا توقع عقوبة سالبة للحرية فى الجرائم التى ترتكب بطريق النشر أو العلانية» أما الجرائم المتعلقة بالتحريض على العنف أو بالتمييز بين المواطنين أو بالطعن فى أعراض الأفراد»ء فيحدد عقوباتها القانون. - 30 - ===== Page 37 ===== دستور جمهورية مصر العربية الباب الثالث: الحقوق والحريات والواجبات العامة,constitution
٧٢,المملوكة لهاء بما يكفل حيادهاء وتعبيرها عن كل الآراء والاتجاهات الفرص فى مخاطبة الرأى العام.,constitution
٧٣,وجميع أشكال الاحتجاجات السلمية» غير حاملين سلاحًا من أي نوع: بإخطار على النحو الذي ينظمه القانون. وحق الاجتماع الخاص سلمياً مكفول» دون الحاجة إلى إخطار سابق» ولا يجوز لرجال الأمن حضوره أو مراقبته. أو التنصت عليه.,constitution
٧٤,للمواطنين حق تكوين الأحزاب السياسية» بإخطار ينظمه القانون. ولا يجوز مباشرة أى نشاط سياسىء أو قيام أحزاب سياسية على أساس أو جغرافىء» أو ممارسة نشاط معاد لمبادئ الديمقراطية؛» أو سرىء أو ذى طابع عسكرى أو شبه عسكرى. ولا يجوز حل الأحزاب إلا بحكم قضائى.,constitution
٧٥,للمواطنين حق تكوين الجمعيات والمؤسسات الأهلية على أساس ديمقراطىء وتكون لها الشخصية الاعتبارية بمجرد الإخطار. -31- ===== Page 38 ===== دستور جمهورية مصر العربية الباب الثالث: الحقوق والحريات والواجبات العامة وتمارس نشاطها بحرية» ولا يجوز للجهات الإدارية التدخل فى شئونهاء أو حلها أو حل مجالس إداراتها أو مجالس أمنائها إلا بحكم قضائى. ويحظر إنشاء أو استمرار جمعيات أو مؤسسات أهلية يكون نظامها أو نشاطها سرياً أوذا طابع عسكرى أو شبه عسكرىء وذلك كله على النحو الذى ينظمه القانون.,constitution
٧٦,"إنشاء النقابات والاتحادات على أساس ديمقراطى حق يعفله القانون. وتكون لها الشخصية الاعتبارية» وتمارس نشاطها بحرية. وتسهم فى رفع مستوى الكفاءة بين أعضائها والدفاع عن حقوقهم, وحماية مصالحهم. وتكفل الدولة استقلال النقابات والاتحادات» ولا يجوز حل مجالس إدارتها إلا بحكم قضائىء ولا يجوز إنشاء أى منها بالهيئات النظامية.",constitution
٧٧,ينظم القانون إنشاء النقابات المهنية وإدارتها على أساس ديمقراطىء. ويكفل استقلالها ويحدد مواردهاء وطريقة قيد أعضائهاء ومساءلتهم عن سلوكهم فى ممارسة نشاطهم المهنى» وفقاً لمواثيق الشرف الأخلاقية والمهنية. ولا تنشأ لتنظيم المهنة سوى نقابة واحدة. ولا يجوز فرض الحراسة عليها أو تدخل الجهات الإدارية فى شئونهاء كما لا يجوز حل مجالس إدارتها إلا بحكم قضائىء ويؤخذ رأيها فى مشروعات القوانين المتعلقة بها. -32- ===== Page 39 ===== دستور جمهورية مصر العربية الباب الثالث: الحقوق والحريات والواجبات العامة,constitution
٧٨,"/7) تكفل الدولة للمواطنين الحق فى المسكن الملائم والآمن والصحى؛ بما يحفظ الكرامة الإنسانية ويحقق العدالة الاجتماعية. استخدام أراضى الدولة ومدها بالمرافق الأساسية فى إطار تخطيط عمرانى شامل للمدن والقرى وإستراتجية لتوزيع السكان» بما يحقق الصالح العام وتحسين نوعية الحياة للمواطنين ويحفظ حقوق الأجيال القادمة., كما تلتزم الدولة بوضع خطة قومية شاملة لمواجهة مشكلة العشوائيات تشمل إعادة التخطيط وتوفير البنية الأساسية والمرافق» وتحسين نوعية الحياة والصحة العامة» كما تكفل توفير الموارد اللازمة للتنفيذ خلال مدة زمنية محددة.",constitution
